ndom:wymiar:1 ndom:wymiar:2 ndom:wymiar:3 ndom:wymiar:4 ndom:wymiar:5 
0.7167987200873366 0.6886400839343206 0.9944904971511479 0.26137749281815936 0.14746867554189969 
0.3980253141834007 0.5774025928599188 0.9294082631786781 0.6790726717741413 0.9190606570044256 
0.7548607325293802 0.8112934793592824 0.8913957090346127 0.8570778468789239 0.03444706625977445 
0.4839351671471823 0.2623156470096818 0.9998847943584426 0.4946674649840729 0.6750184265417868 
0.1471402182812045 0.45169554944293977 0.9643883359082177 0.4432901678093347 0.803314998371366 
0.7386122860193675 0.6529267667221536 0.9968852882814925 0.9847940578448006 0.21042812057477134 
0.9277762078596138 0.9493157594525009 0.9293271025678955 0.514317347818101 0.9083549247719694 
0.9333870052336909 0.1599488640031842 0.7831304671505559 0.12938048972493366 0.9266417302325393 
0.3322938448012842 0.91837804483381 0.893290799130983 0.688861528376961 0.40952531421212446 
0.27921128716139887 0.8000281570165787 0.6270437225792117 0.9301894282370221 0.32961682534740433 
0.9019460268946607 0.9368499310137529 0.06670706033173668 0.8849413579318902 0.3902737225987166 
0.7360673854399925 0.3559944345080901 0.5696339651796017 0.7735032192663321 0.9196439773239046 
0.9955202098006523 0.4217275687534948 0.11134731499807804 0.29866509112754447 0.2505686759796828 
0.7886904259473149 0.9230727173278374 0.9907033724375938 0.05998141409264823 0.7743389607365789 
0.7461015459339175 0.9149503463331812 0.7078873461314183 0.7621099703677761 0.25487412403964305 
0.8570885434435734 0.5498429411263619 0.7520767597597299 0.7952951015078725 0.6620221026727883 
0.49126279814238494 0.9732350546140512 0.7484496940371221 0.8857187674236248 0.8155126855696949 
0.4188882365764164 0.027217284072579173 0.16768026162627425 0.998168580330604 0.7581482141073577 
0.7959249386129664 0.15020823280314355 0.9744505913610311 0.4004892346470106 0.32221483324585487 
0.8068204383110738 0.5112171332337269 0.7961718717080439 0.8658125513466379 0.24989782693617524 
0.2357865642700675 0.9886960606271732 0.7909616842234385 0.9187745142575451 0.6459776490318665 
0.056150991843843756 0.9076256650198882 0.13051825949934814 0.8899243080822781 0.8902868038128265 
0.9128142617955903 0.8630704190434578 0.9783398716611793 0.6147828896074368 0.0872168977665968 
0.2380736697846949 0.9466373169382958 0.9978967903157999 0.13611130756395218 0.9612496782002986 
0.7273720785125144 0.9995729296026288 0.6752210924710518 0.9216651452950989 0.761927778109527 
0.5365773406035372 0.9569209186401069 0.5638065362535039 0.9897915355325015 0.4278254232086135 
0.215967093237734 0.1389746625052003 0.1565656082779795 0.9917398542070595 0.6165473594598774 
0.7695989956732213 0.4722738564603185 0.03453845518485743 0.32642360284808614 0.9924667481017158 
0.8611258443091533 0.4696465305897426 0.8144533342015485 0.8903867331640843 0.6864703778032215 
0.37199580088710316 0.9710759378280034 0.5127275678716059 0.20795511626634133 0.9023242490798253 
0.9134967237916529 0.24985698397565093 0.8546542204383105 0.7057136438733072 0.6878298436809329 
0.7987358662292522 0.5231750150225505 0.6893975696660722 0.9566523980682722 0.6573015234831255 
0.6517420655875942 0.9015641091483529 0.9916686306046902 0.6753979355335035 0.375589282297473 
0.7552820259423959 0.06956844686469188 0.9914478067575211 0.30776524426787566 0.5233732653541782 
0.6646115076751332 0.3432781035876121 0.7368564347093823 0.949532289174383 0.9118512262433724 
0.24955858670329945 0.6293211421761412 0.8596334383946728 0.4204444180485323 0.9996097698447318 
0.7935231021607271 0.846711831250949 0.5810516489552124 0.798428237706798 0.8750869637054658 
0.9886952114809215 0.8473439296539166 0.46539294214336646 0.10221870056990845 0.31405477751186195 
0.9929080499709051 0.7043565020398194 0.29841404539630834 0.4413392340111194 0.16438587492183165 
0.4599517651839523 0.8641950123250002 0.2225982382771643 0.929508967508142 0.8041240395323126 
0.9221778415353017 0.4079116115983302 0.8384261980797684 0.7087442676368324 0.7692046868185629 
0.7866413886501393 0.6432534931606567 0.9027506936797847 0.946785615351435 0.6700828265155893 
0.11377263813736582 0.8602285623449744 0.4179398254071577 0.9523242474769565 0.7303576027516843 
0.9386213700344583 0.7573398284144178 0.16726796224208207 0.9142453368444 0.08920249179893747 
0.4644875745468293 0.15278272793505487 0.838101453163688 0.9073714387458264 0.8936095919971446 
0.8125640792935194 0.8189847183534754 0.7566082351415726 0.8775478432354481 0.3186037945937321 
0.20160696644096687 0.9168642822474936 0.9010725703954467 0.9014153752157618 0.11332444376558182 
0.44452656591359374 0.9558730558519625 0.6590929270216905 0.16738450661025372 0.829810608104495 
0.27283609862657 0.5424624944354345 0.6829004392753713 0.9811761015804937 0.7216064300997125 
0.7532446204515519 0.3591733772991822 0.9292194449917734 0.8669485002593784 0.29829687565040164 
0.7773391944622199 0.5512113851747001 0.7314099733387418 0.6307385468066959 0.8417336186738867 
0.010990587163767773 0.7329965942769646 0.9651221703160437 0.8309221596322464 0.9596641524809444 
0.39966437909266384 0.27055572662998906 0.9946209059037022 0.5685009859409018 0.7593523541500491 
0.6358340685206362 0.683853207240594 0.1359910286136503 0.9827377951554832 0.38459108025430855 
0.4264611340484409 0.5594841054324055 0.9938895333450456 0.2652465039845272 0.9316450440791946 
0.96163691125876 0.7290044984752173 0.789494822769856 0.29066309670999113 0.6332579940987724 
0.9986304893694262 0.8235022670375761 0.18386488060923012 0.789700020663324 0.20156311104217772 
0.787571606809783 0.9938111021442431 0.6840899242954411 0.10187520853032195 0.389674263471808 
0.753540938962247 0.09918239153450048 0.5774556307310912 0.5159250613831223 0.9510755089527225 
0.5958831306253964 0.022022532350364887 0.9307547962483345 0.4733930127015904 0.916757454353757 
0.8489819567939624 0.568880589444172 0.23737439460387444 0.9822898383054404 0.5425014229546179 
0.9778412063407081 0.7166000803653078 0.8642574499715712 0.11706857678918925 0.6314422883919236 
0.6974029638312815 0.8416467225645649 0.6904480067901825 0.9233842774777731 0.7552211096338485 
0.7948961895062817 0.6178745899976509 0.6728830985085327 0.9679322371165093 0.8902229420771149 
0.0064080527935851395 0.9517338166515484 0.23702256023934198 0.9834635091686682 0.522177008918354 
0.9981762146988958 0.32061684682949476 0.7145354282357079 0.9833802560042431 0.9232023820825317 
0.8153260296622014 0.3224445294377768 0.9533197705077522 0.959824710840043 0.3083598548913967 
0.7524501360589558 0.5606456272258484 0.5789509139922823 0.7135892478360538 0.975836793219391 
0.9045511900696526 0.9698419749465912 0.8052381998405999 0.21994817551405954 0.25469796133661204 
0.7596315944448931 0.4147254685811588 0.9361203318997569 0.16604241386192498 0.6345329898455953 
0.9639150702783389 0.9393586414239533 0.024260118701448175 0.1945870739281419 0.6019109967912296 
0.9299528146310387 0.10725145690788018 0.3713212346704551 0.8697002050567356 0.9856084201127944 
0.5347275386809653 0.62596103376582 0.39392874880918416 0.9922528906118648 0.4546223814054099 
0.4674994484162318 0.4690903357578994 0.9314145470812246 0.9855991967453679 0.21636629567724575 
0.6581812624307449 0.8046829727585038 0.9494467389174619 0.8127197669541256 0.763241460634129 
0.8241985108201493 0.570309050583832 0.10456197534210909 0.8548144697363805 0.9897535291803132 
0.9331837558883465 0.5761159634395345 0.8461975211580869 0.910289823650924 0.16353470352368793 
0.9908180964469547 0.47629249329009626 0.2575769233024223 0.2717423821618088 0.2893698066315059 
0.7952862309439411 0.8053672889490268 0.46925636794523673 0.9315268325625332 0.9836093138729759 
0.5107441527378959 0.554000699581686 0.5042573754379169 0.8681188075339984 0.9443625157064377 
0.8839665037658193 0.9689881629058443 0.6897428823080944 0.9983703025200054 0.22137556337190345 
0.8155602412337897 0.9861865007147284 0.3854231011954887 0.072259128646608 0.902068120099823 
0.9113343280538667 0.5294592930018955 0.9131073219240204 0.7735486295160059 0.6783908714127413 
0.8224714915821327 0.9808069500860178 0.1324631294395081 0.5904153419247522 0.8484314100431145 
0.955204711864904 0.7430793905379964 0.8254152448889736 0.6229550824769451 0.33653299019829264 
0.9710432745100626 0.7769005399268122 0.2999116136875679 0.3852971170681422 0.846924923397037 
