1,0000000000;17,0000000000;0,0845040000
1,0000000000;16,0000000000;0,1760400000
1,0000000000;15,0000000000;0,3168950000
1,0000000000;14,0000000000;0,4209060000
1,0000000000;13,0000000000;0,4565170000
1,0000000000;12,0000000000;0,4926050000
1,0000000000;11,0000000000;0,5393060000
1,0000000000;10,0000000000;0,6546430000
1,0000000000;9,0000000000;0,6751370000
1,0000000000;8,0000000000;0,7167280000
1,0000000000;7,0000000000;0,7760130000
1,0000000000;6,0000000000;0,7850090000
1,0000000000;5,0000000000;0,7994640000
1,0000000000;4,0000000000;0,9767950000
1,0000000000;3,0000000000;0,9817270000
1,0000000000;2,0000000000;0,9989450000
1,0000000000;1,0000000000;0,9990190000
2,0000000000;16,0000000000;0,0753620000
2,0000000000;15,0000000000;0,2028260000
2,0000000000;14,0000000000;0,3594960000
2,0000000000;13,0000000000;0,3978420000
2,0000000000;12,0000000000;0,4645790000
2,0000000000;11,0000000000;0,5208210000
2,0000000000;10,0000000000;0,6045540000
2,0000000000;9,0000000000;0,6706370000
2,0000000000;7,0000000000;0,7689590000
2,0000000000;6,0000000000;0,7825510000
2,0000000000;4,0000000000;0,8601930000
2,0000000000;3,0000000000;0,9070010000
2,0000000000;2,0000000000;0,9887600000
2,0000000000;1,0000000000;0,9930300000
3,0000000000;15,0000000000;0,0648900000
3,0000000000;14,0000000000;0,3384230000
3,0000000000;12,0000000000;0,4073580000
3,0000000000;11,0000000000;0,5054710000
3,0000000000;10,0000000000;0,5924850000
3,0000000000;9,0000000000;0,6186580000
3,0000000000;8,0000000000;0,6641470000
3,0000000000;7,0000000000;0,6793590000
3,0000000000;6,0000000000;0,7032650000
3,0000000000;5,0000000000;0,7749710000
3,0000000000;4,0000000000;0,8571120000
3,0000000000;3,0000000000;0,9014720000
3,0000000000;2,0000000000;0,9552880000
3,0000000000;1,0000000000;0,9880120000
4,0000000000;14,0000000000;0,1454440000
4,0000000000;12,0000000000;0,3259550000
4,0000000000;11,0000000000;0,4952470000
4,0000000000;10,0000000000;0,5523250000
4,0000000000;8,0000000000;0,6103670000
4,0000000000;7,0000000000;0,6569670000
4,0000000000;6,0000000000;0,6958010000
4,0000000000;5,0000000000;0,7303810000
4,0000000000;4,0000000000;0,8181350000
4,0000000000;3,0000000000;0,8923480000
4,0000000000;1,0000000000;0,9727770000
5,0000000000;14,0000000000;0,1332820000
5,0000000000;12,0000000000;0,2615730000
5,0000000000;11,0000000000;0,3981030000
5,0000000000;10,0000000000;0,5205000000
5,0000000000;9,0000000000;0,5457770000
5,0000000000;7,0000000000;0,6506320000
5,0000000000;6,0000000000;0,6518550000
5,0000000000;5,0000000000;0,6597500000
5,0000000000;4,0000000000;0,7565810000
5,0000000000;3,0000000000;0,8737390000
6,0000000000;13,0000000000;0,1124240000
6,0000000000;12,0000000000;0,1706200000
6,0000000000;11,0000000000;0,2874430000
6,0000000000;10,0000000000;0,5023740000
6,0000000000;9,0000000000;0,5354100000
6,0000000000;6,0000000000;0,6506510000
6,0000000000;3,0000000000;0,7661020000
6,0000000000;1,0000000000;0,8152280000
7,0000000000;12,0000000000;0,0063640000
7,0000000000;11,0000000000;0,2426800000
7,0000000000;10,0000000000;0,4365680000
7,0000000000;9,0000000000;0,5036990000
7,0000000000;8,0000000000;0,5204820000
7,0000000000;5,0000000000;0,5665360000
7,0000000000;4,0000000000;0,6498440000
7,0000000000;3,0000000000;0,6968620000
8,0000000000;11,0000000000;0,1449060000
8,0000000000;10,0000000000;0,2063130000
8,0000000000;9,0000000000;0,4987770000
8,0000000000;8,0000000000;0,5050330000
8,0000000000;5,0000000000;0,5463500000
8,0000000000;4,0000000000;0,5949620000
9,0000000000;9,0000000000;0,4560150000
10,0000000000;9,0000000000;0,2314820000
10,0000000000;8,0000000000;0,4322020000
10,0000000000;3,0000000000;0,4415210000
11,0000000000;8,0000000000;0,1317040000
11,0000000000;7,0000000000;0,2761770000
11,0000000000;6,0000000000;0,3066060000
11,0000000000;5,0000000000;0,3108780000
12,0000000000;7,0000000000;0,2345860000
12,0000000000;6,0000000000;0,2839130000
13,0000000000;7,0000000000;0,1556650000
14,0000000000;6,0000000000;0,1399370000
