ndom:wymiar:1 ndom:wymiar:2 
0.843463266821278 0.9216247356868829 
0.9922738804790826 0.44478314509637573 
0.7675322843418183 0.9854741674825034 
0.9513641251504509 0.8937802479763236 
dom:wymiar:1 dom:wymiar:2 
0.5122278088403432 0.14742808919963057 
0.27172968493682215 0.4285703897510341 
0.005960351955467513 0.02766129042256671 
0.6076901613581855 0.04163407540647379 
0.32413575094044844 0.5566813165708001 
0.9769305411527784 0.16333023503692867 
0.1725402904653337 0.4572025675317045 
0.6359146971512841 0.8984909924605753 
0.7635747815862235 0.9314885207239283 
0.43553662077593436 0.9266884208220686 
0.40836509029129753 0.30764332605818123 
0.31707538472757035 0.4936542272249369 
0.365505270511157 0.006149791561357754 
0.004360376198133231 0.5462600508763321 
0.9407125235764016 0.6960343736643251 
0.8933390675097586 0.7866711051037021 
0.18733299794626446 0.6935755608955362 
0.8834231265461562 0.2044329738479057 
0.07357954529415678 0.05397761326845807 
0.40776825561515806 0.9310206321896196 
0.1803690813223583 0.9186280833818724 
0.6629456151710623 0.7402878612049 
0.7785048232082509 0.41833443245085267 
0.770313954310074 0.42119081295132144 
0.7977649691453774 0.03611664174602325 
0.5361418968297378 0.39197823560298783 
0.19261715206116758 0.7479048794665696 
0.6392546465640414 0.8093683593545865 
0.3369648741112611 0.577604054398257 
0.09945438456259792 0.5653895211920694 
0.6960047567263449 0.275794475482504 
0.8904350784933198 0.44810632640754144 
0.9132729010272581 0.8732284349425392 
0.018161487287311928 0.43099760865873504 
0.02936339551977518 0.025959919788299257 
0.8730284976413174 0.5238784170551131 
0.07277125831280395 0.08465056370310453 
0.37125434403697266 0.22815961985360345 
0.5324964639039715 0.5001977558083872 
0.8853796656265606 0.822466818271064 
0.2967566877860447 0.11488588916385356 
0.8418124664497566 0.5659974039243009 
0.39005297455605614 0.5066292330737804 
0.30818128169375203 0.1916564891792667 
0.4471475499133245 0.47853382792676924 
0.157205971163498 0.4329351386269422 
0.3608357838368872 0.41945498554483596 
0.7990754849712854 0.47155423967356414 
0.6022709159758742 0.18087991458854968 
0.6265268984214555 0.634276002657693 
0.6493146935832986 0.8764317488083574 
0.7687404728172448 0.6461173999505285 
0.4727588684991928 0.16847971137023932 
0.8291830983552326 0.42470511402374533 
0.9076415509054002 0.2677155930027011 
0.12046835964890479 0.34364843114055765 
0.15353690628740224 0.7630375120503068 
0.9475300586496468 0.7423463726355084 
0.34094088662725996 0.7151393210673513 
0.13585985881440377 0.0397035651212595 
0.7056456652208735 0.5043138411567382 
0.13931654874323285 0.21314937727256655 
0.7856576356365046 0.14330794265762192 
0.14299995576697289 0.6363589032205914 
0.5915530201342749 0.2039509934314231 
0.03341894808913304 0.030306165984345657 
0.2632369307848309 0.2668245499112787 
0.7001982756789915 0.5147456279558621 
0.77415790920713 0.015725347518926514 
0.7771077639980938 0.6949239789552457 
0.4475419631022055 0.33433716993024987 
0.48561179721424397 0.8215589873112822 
0.13197162996983047 0.32407938694368554 
0.9645762503055534 0.1583856110993701 
0.09435575238780503 0.5688706047408811 
0.7090988463822651 0.9133900301210415 
0.22502796692828764 0.06360938754789747 
0.44010537685582674 0.06613855428306425 
0.026342520334525776 0.6782064502140651 
0.5211769465370887 0.2005445498040328 
0.4694537611809171 0.7781466753867528 
0.23101404681773852 0.02135276412320808 
0.6126182250548441 0.8445485778699885 
0.4031988635023306 0.7118125470642112 
0.42303746557489597 0.9838561011483173 
0.7391820985401486 0.7376629064918031 
0.20119921344591007 0.3798773078789812 
0.46778195872588646 0.4708810057249263 
0.6613244962596352 0.8512624256524312 
0.8453024469715452 0.8553195312308542 
0.12490888250147003 0.36958387643752455 
0.9657671940210024 0.2228307760006759 
0.07536363140912905 0.570919906694497 
0.5269405731478038 0.3624284106803036 
0.5899070928119141 0.9301754326044915 
0.8473323990133589 0.4246251593215955 
